locus	description	name
PA14_26670	biotin carboxylase	PA14_26670
PA14_26690	enoyl-CoA hydratase/isomerase	PA14_26690
PA14_26700	acyl-CoA dehydrogenase	PA14_26700
PA14_26720	biotin-dependent carboxylase	PA14_26720
PA14_26730	short-chain dehydrogenase	PA14_26730
PA14_26750	hypothetical protein	PA14_26750
PA14_26760	transcriptional regulator	PA14_26760
PA14_26770	hypothetical protein	PA14_26770
PA14_26780	hypothetical protein	PA14_26780
PA14_26810	two-component sensor	PA14_26810
PA14_26830	two-component response regulator	PA14_26830
PA14_26850	hypothetical protein	PA14_26850
PA14_26860	LysR family transcriptional regulator	PA14_26860
PA14_26870	hypothetical protein	PA14_26870
PA14_26880	BvlR	bvlR
PA14_26890	orotidine 5'-phosphate decarboxylase	pyrF
PA14_26910	hypothetical protein	PA14_26910
PA14_26920	hypothetical protein	PA14_26920
PA14_26930	transglutaminase	PA14_26930
PA14_26940	hypothetical protein	PA14_26940
PA14_26960	hypothetical protein	PA14_26960
PA14_26970	hypothetical protein	PA14_26970
PA14_26980	hypothetical protein	PA14_26980
PA14_26990	hypothetical protein	PA14_26990
PA14_27000	chemotaxis transducer	PA14_27000
PA14_27020	secretion protein MttC	mttC
PA14_27050	Slt family transglycosylase	PA14_27050
PA14_27070	hypothetical protein	PA14_27070
PA14_27090	lipase chaperone	lipH
PA14_27100	lactonizing lipase	lipA
PA14_27110	2'-5' RNA ligase	ligT
PA14_27120	hypothetical protein	PA14_27120
PA14_27130	transcription elongation factor GreB	greB
PA14_27140	hypothetical protein	PA14_27140
PA14_27150	ABC transporter ATP-binding protein	PA14_27150
PA14_27160	acyl-CoA thioesterase	tesA
PA14_27170	hypothetical protein	PA14_27170
PA14_27180	hypothetical protein	PA14_27180
PA14_27200	hypothetical protein	PA14_27200
PA14_27210	elongation factor P	efp
PA14_27220	organic hydroperoxide resistance protein	ohr
PA14_27230	MarR family transcriptional regulator	PA14_27230
PA14_27250	LysR family transcriptional regulator	PA14_27250
PA14_27270	hypothetical protein	PA14_27270
PA14_27280	LysR family transcriptional regulator	PA14_27280
PA14_27290	hypothetical protein	PA14_27290
PA14_27310	hypothetical protein	PA14_27310
PA14_27330	phospho-2-dehydro-3-deoxyheptonate aldolase	PA14_27330
PA14_27350	hypothetical protein	PA14_27350
PA14_27360	enoyl-CoA hydratase	PA14_27360
PA14_27370	ATP-dependent RNA helicase	PA14_27370
PA14_27390	hypothetical protein	PA14_27390
PA14_27400	LysR family transcriptional regulator	PA14_27400
PA14_27410	outer membrane protein	PA14_27410
PA14_27420	secretion protein	PA14_27420
PA14_27430	multidrug efflux MFS transporter	PA14_27430
PA14_27440	transcriptional regulator	PA14_27440
PA14_27450	hypothetical protein	PA14_27450
PA14_27460	thiopurine S-methyltransferase	tpm
PA14_27470	zinc carboxypeptidase	PA14_27470
PA14_27480	heat shock protein HtpX	htpX
PA14_27490	hypothetical protein	PA14_27490
PA14_27500	aminotransferase	PA14_27500
PA14_27510	methionine sulfoxide reductase B	PA14_27510
PA14_27520	glutathione peroxidase	PA14_27520
PA14_27530	MarR family transcriptional regulator	PA14_27530
PA14_27550	sensor/response regulator hybrid	PA14_27550
PA14_27560	hypothetical protein	PA14_27560
PA14_27570	GAF domain-containing protein	PA14_27570
PA14_27580	glutathione S-transferase	PA14_27580
PA14_27590	hypothetical protein	PA14_27590
PA14_27630	protein associated with synthesis and assembly of refractile inclusion bodies	PA14_27630
PA14_27640	protein associated with synthesis and assembly of refractile inclusion bodies	PA14_27640
PA14_27650	hypothetical protein	PA14_27650
PA14_27660	hypothetical protein	PA14_27660
PA14_27675	hypothetical protein	PA14_27675
PA14_27680	hypothetical protein	PA14_27680
PA14_27690	RNA polymerase sigma factor	PA14_27690
PA14_27700	transcriptional regulator	PA14_27700
PA14_27710	hypothetical protein	PA14_27710
PA14_27720	hypothetical protein	PA14_27720
PA14_27730	acyl-CoA dehydrogenase	fadE
PA14_27740	hypothetical protein	PA14_27740
PA14_27755	glutathione S-transferase	PA14_27755
PA14_27770	ABC transporter ATP-binding protein	PA14_27770
PA14_27780	ABC transporter permease	PA14_27780
PA14_27800	two-component sensor	PA14_27800
PA14_27810	two-component response regulator	PA14_27810
PA14_27830	hypothetical protein	PA14_27830
PA14_27840	hypothetical protein	PA14_27840
PA14_27850	7-cyano-7-deazaguanine reductase	queF
PA14_27870	hypothetical protein	PA14_27870
PA14_27880	hypothetical protein	PA14_27880
PA14_27890	hypothetical protein	PA14_27890
PA14_27900	transcriptional regulator	PA14_27900
PA14_27910	hypothetical protein	PA14_27910
PA14_27920	hypothetical protein	PA14_27920
PA14_27930	hypothetical protein	PA14_27930
PA14_27940	two-component response regulator	PA14_27940
PA14_27950	hypothetical protein	PA14_27950
PA14_27960	transaldolase B	tal
PA14_27980	tRNA-dihydrouridine synthase A	PA14_27980
PA14_27990	sialidase	PA14_27990
PA14_28000	hypothetical protein	PA14_28000
PA14_28010	hypothetical protein	PA14_28010
PA14_28020	hypothetical protein	PA14_28020
PA14_28030	hypothetical protein	PA14_28030
PA14_28040	hypothetical protein	PA14_28040
PA14_28050	chemotaxis transducer	PA14_28050
PA14_28060	glutamate carboxypeptidase	cpg2
PA14_28070	hypothetical protein	PA14_28070
PA14_28080	transcriptional regulator	PA14_28080
PA14_28090	hypothetical protein	PA14_28090
PA14_28100	hypothetical protein	PA14_28100
PA14_28110	hypothetical protein	PA14_28110
PA14_28120	hypothetical protein	PA14_28120
PA14_28130	hypothetical protein	PA14_28130
PA14_28140	hypothetical protein	PA14_28140
PA14_28150	hypothetical protein	PA14_28150
PA14_28170	formate/nitrate transporter	PA14_28170
PA14_28180	hypothetical protein	PA14_28180
PA14_28200	hypothetical protein	PA14_28200
PA14_28210	hypothetical protein	PA14_28210
PA14_28220	hypothetical protein	PA14_28220
PA14_28230	hypothetical protein	PA14_28230
PA14_28240	hypothetical protein	PA14_28240
PA14_28250	secreted acid phosphatase	PA14_28250
PA14_28260	hypothetical protein	PA14_28260
PA14_28280	PhzF family phenazine biosynthesis protein	PA14_28280
PA14_28290	hypothetical protein	PA14_28290
PA14_28300	hypothetical protein	PA14_28300
PA14_28310	enoyl-CoA hydratase	PA14_28310
PA14_28320	TetR family transcriptional regulator	PA14_28320
PA14_28330	hypothetical protein	PA14_28330
PA14_28340	hypothetical protein	PA14_28340
PA14_28350	hypothetical protein	PA14_28350
PA14_28360	hypothetical protein	PA14_28360
PA14_28370	hypothetical protein	PA14_28370
PA14_28380	hypothetical protein	PA14_28380
PA14_28390	hypothetical protein	PA14_28390
PA14_28400	outer membrane OprD family porin	PA14_28400
PA14_28410	hypothetical protein	PA14_28410
PA14_28420	LysR family transcriptional regulator	PA14_28420
PA14_28430	hypothetical protein	PA14_28430
PA14_28440	hypothetical protein	PA14_28440
PA14_28450	ecotin	eco
PA14_28460	hypothetical protein	PA14_28460
PA14_28470	hypothetical protein	PA14_28470
PA14_28490	hypothetical protein	PA14_28490
PA14_28500	hypothetical protein	PA14_28500
PA14_28510	hypothetical protein	PA14_28510
PA14_28520	hypothetical protein	PA14_28520
PA14_28530	hypothetical protein	PA14_28530
PA14_28540	hypothetical protein	PA14_28540
PA14_28560	hypothetical protein	PA14_28560
PA14_28570	DNA-specific endonuclease I	endA
PA14_28580	hypothetical protein	PA14_28580
PA14_28590	methionine aminopeptidase	PA14_28590
PA14_28600	hypothetical protein	PA14_28600
PA14_28610	hypothetical protein	PA14_28610
PA14_28620	hypothetical protein	PA14_28620
PA14_28630	hydrolase	PA14_28630
PA14_28650	threonyl-tRNA synthetase	thrS
PA14_28660	translation initiation factor IF-3	infC
PA14_28670	50S ribosomal protein L35	rpmI
PA14_28680	50S ribosomal protein L20	rplT
PA14_28690	phenylalanyl-tRNA synthetase subunit alpha	pheS
PA14_28710	phenylalanyl-tRNA synthetase subunit beta	pheT
PA14_28720	integration host factor subunit alpha	ihfA
PA14_28730	transcriptional regulator	PA14_28730
PA14_28750	hypothetical protein	PA14_28750
PA14_28760	hypothetical protein	PA14_28760
PA14_28770	hypothetical protein	PA14_28770
PA14_28780	hypothetical protein	PA14_28780
PA14_28790	hypothetical protein	PA14_28790
PA14_28800	hypothetical protein	PA14_28800
PA14_28810	DNA helicase	PA14_28810
PA14_28820	hypothetical protein	PA14_28820
PA14_28830	hypothetical protein	PA14_28830
PA14_28840	helicase	PA14_28840
PA14_28850	hypothetical protein	PA14_28850
PA14_28870	hypothetical protein	PA14_28870
PA14_28880	hypothetical protein	PA14_28880
PA14_28895	hypothetical protein	PA14_28895
PA14_28910	radical activating enzyme	PA14_28910
PA14_28920	chaperone	PA14_28920
PA14_28930	hypothetical protein	PA14_28930
PA14_28940	hypothetical protein	PA14_28940
PA14_28950	hypothetical protein	PA14_28950
PA14_28960	hypothetical protein	PA14_28960
PA14_28970	hypothetical protein	PA14_28970
PA14_28980	Fe2+-dicitrate sensor	PA14_28980
PA14_28990	hypothetical protein	PA14_28990
PA14_29000	hypothetical protein	PA14_29000
PA14_29010	MerR family transcriptional regulator	PA14_29010
PA14_29020	chloroperoxidase	cpo
PA14_29030	FMN oxidoreductase	PA14_29030
PA14_29040	ferredoxin	PA14_29040
PA14_29050	molybdopterin oxidoreductase	PA14_29050
PA14_29060	transcriptional regulator	PA14_29060
PA14_29070	hypothetical protein	PA14_29070
PA14_29090	periplasmic spermidine/putrescine-binding protein	PA14_29090
PA14_29100	hypothetical protein	PA14_29100
PA14_29110	cysteine synthase A	cysK
PA14_29120	hypothetical protein	PA14_29120
PA14_29130	ATPase	PA14_29130
PA14_29150	hypothetical protein	PA14_29150
PA14_29160	hypothetical protein	PA14_29160
PA14_29180	AraC family transcriptional regulator	PA14_29180
PA14_29190	hypothetical protein	PA14_29190
PA14_29200	hypothetical protein	PA14_29200
PA14_29210	MFS transporter	PA14_29210
PA14_29220	porin	PA14_29220
PA14_29230	hypothetical protein	PA14_29230
PA14_29240	hydrolase	PA14_29240
PA14_29250	hypothetical protein	PA14_29250
PA14_29260	transcriptional regulator	PA14_29260
PA14_29270	outer membrane lipoprotein	PA14_29270
PA14_29280	thioredoxin	PA14_29280
PA14_29290	hypothetical protein	PA14_29290
PA14_29300	transcriptional regulator	PA14_29300
PA14_29320	NADH dehydrogenase, FAD-containing subunit	PA14_29320
PA14_29330	hypothetical protein	PA14_29330
PA14_29340	hypothetical protein	PA14_29340
PA14_29350	outer membrane receptor FepA	pfeA
PA14_29360	two-component sensor PfeS	pfeS
PA14_29390	hypothetical protein	PA14_29390
PA14_29400	hypothetical protein	PA14_29400
PA14_29410	serine/threonine dehydratase	PA14_29410
PA14_29420	hypothetical protein	PA14_29420
PA14_29440	LysR family transcriptional regulator	PA14_29440
PA14_29460	quinone oxidoreductase	PA14_29460
PA14_29470	hypothetical protein	PA14_29470
PA14_29480	ABC-2 transporter permease	PA14_29480
PA14_29490	type II secretion protein	PA14_29490
PA14_29500	type II secretion system protein	PA14_29500
PA14_29510	type II secretion system protein	PA14_29510
PA14_29520	type II secretion system protein	PA14_29520
PA14_29530	type II secretion system protein	PA14_29530
PA14_29540	type II secretion system protein	PA14_29540
PA14_29550	hypothetical protein	PA14_29550
PA14_29560	hypothetical protein	PA14_29560
PA14_29570	hypothetical protein	PA14_29570
PA14_29575	hypothetical protein	PA14_29575
PA14_29590	transcriptional regulator	PA14_29590
PA14_29600	6-pyruvoyl-tetrahydropterin synthase	PA14_29600
PA14_29620	anaerobic nitric oxide reductase transcriptional regulator	PA14_29620
PA14_29640	nitric oxide dioxygenase	fhp
PA14_29650	hypothetical protein	PA14_29650
PA14_29660	hypothetical protein	PA14_29660
PA14_29680	hypothetical protein	PA14_29680
PA14_29690	hypothetical protein	PA14_29690
PA14_29710	hypothetical protein	PA14_29710
PA14_29720	hypothetical protein	PA14_29720
PA14_29730	two-component response regulator	PA14_29730
PA14_29740	two-component sensor	PA14_29740
PA14_29750	hypothetical protein	PA14_29750
PA14_29760	chemotaxis transducer	PA14_29760
PA14_29770	transporter	PA14_29770
PA14_29800	chemotaxis transducer	PA14_29800
PA14_29820	hypothetical protein	PA14_29820
PA14_29830	methyltransferase	PA14_29830
PA14_29850	NADH dehydrogenase subunit N	nuoN
PA14_29860	NADH dehydrogenase subunit M	nuoM
PA14_29880	NADH dehydrogenase subunit L	nuoL
PA14_29890	NADH dehydrogenase subunit K	nuoK
PA14_29900	NADH dehydrogenase subunit J	nuoJ
PA14_29920	NADH dehydrogenase subunit I	nuoI
PA14_29930	NADH dehydrogenase subunit H	nuoH
PA14_29940	NADH dehydrogenase subunit G	nuoG
PA14_29970	NADH dehydrogenase I subunit F	nuoF
PA14_29980	NADH dehydrogenase subunit E	nuoE
PA14_29990	bifunctional NADH:ubiquinone oxidoreductase subunit C/D	nuoD
PA14_30010	NADH dehydrogenase subunit B	nuoB
PA14_30020	NADH dehydrogenase subunit A	nuoA
PA14_30030	hypothetical protein	PA14_30030
PA14_30040	hypothetical protein	PA14_30040
PA14_30050	isocitrate lyase	PA14_30050
PA14_30070	hypothetical protein	PA14_30070
PA14_30080	hypothetical protein	PA14_30080
PA14_30090	acetyl transferase	PA14_30090
PA14_30100	hypothetical protein	PA14_30100
PA14_30110	adenylosuccinate lyase	purB
PA14_30130	hypothetical protein	PA14_30130
PA14_30140	hypothetical protein	PA14_30140
PA14_30150	tRNA-specific 2-thiouridylase MnmA	mnmA
PA14_30160	hypothetical protein	PA14_30160
PA14_30180	monomeric isocitrate dehydrogenase	idh
PA14_30190	isocitrate dehydrogenase	icd
PA14_30200	cold-shock protein CspD	cspD
PA14_30210	ATP-dependent Clp protease adaptor protein ClpS	clpS
PA14_30230	ATP-dependent Clp protease, ATP-binding subunit ClpA	clpA
PA14_30240	translation initiation factor IF-1	infA
PA14_30260	arginyl-tRNA-protein transferase	PA14_30260
PA14_30270	leucyl/phenylalanyl-tRNA--protein transferase	aat
PA14_30280	thioredoxin reductase 1	trxB1
PA14_30290	cell division protein FtsK	ftsK
PA14_30310	outer-membrane lipoprotein carrier protein	lolA
PA14_30320	recombination factor protein RarA	PA14_30320
PA14_30330	seryl-tRNA synthetase	serS
PA14_30340	siroheme synthase	cysG
PA14_30350	hypothetical protein	PA14_30350
PA14_30360	hypothetical protein	PA14_30360
PA14_30370	hypothetical protein	PA14_30370
PA14_30380	hypothetical protein	PA14_30380
PA14_30390	sulfur relay protein TusC	PA14_30390
PA14_30400	sulfur transfer complex subunit TusD	PA14_30400
PA14_30410	hypothetical protein	PA14_30410
PA14_30430	thiosulfate sulfurtransferase	PA14_30430
PA14_30440	hypothetical protein	PA14_30440
PA14_30450	LysR family transcriptional regulator	PA14_30450
PA14_30460	flavin-dependent oxidoreductase	PA14_30460
PA14_30470	periplasmic aliphatic sulfonate-binding protein	PA14_30470
PA14_30490	lavin-dependent oxidoreductase	PA14_30490
PA14_30500	acyl-CoA dehydrogenase	PA14_30500
PA14_30520	periplasmic aliphatic sulfonate-binding protein	PA14_30520
PA14_30540	periplasmic aliphatic sulfonate-binding protein	PA14_30540
PA14_30550	periplasmic aliphatic sulfonate-binding protein	PA14_30550
PA14_30560	hypothetical protein	PA14_30560
PA14_30570	periplasmic spermidine/putrescine-binding protein	PA14_30570
PA14_30580	LuxR family transcriptional regulator	PA14_30580
PA14_30590	outer membrane receptor protein	PA14_30590
PA14_30600	permease	PA14_30600
PA14_30620	AraC family transcriptional regulator	PA14_30620
PA14_30630	FAD-dependent monooxygenase	pqsH
PA14_30650	response regulator GacA	gacA
PA14_30660	excinuclease ABC subunit C	uvrC
PA14_30670	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	pgsA
PA14_30690	hypothetical protein	PA14_30690
PA14_30700	sensor/response regulator hybrid	PA14_30700
PA14_30710	osmoprotectant transporter activator protein	PA14_30710
PA14_30730	hypothetical protein	PA14_30730
PA14_30740	NADPH specific quinone oxidoreductase	PA14_30740
PA14_30750	tryptophan oxygenase	PA14_30750
PA14_30760	acetyltransferase	PA14_30760
PA14_30770	AsnC family transcriptional regulator	PA14_30770
PA14_30790	hypothetical protein	PA14_30790
PA14_30800	hypothetical protein	PA14_30800
PA14_30810	alkane-1 monooxygenase	alkB1
PA14_30820	methyl-accepting chemotaxis transducer	PA14_30820
PA14_30830	two-component response regulator	PA14_30830
PA14_30840	signal transduction histidine kinase	PA14_30840
PA14_30850	TrbI-like protein	PA14_30850
PA14_30860	TrbG-like protein	PA14_30860
PA14_30870	conjugal transfer protein TrbF	PA14_30870
PA14_30880	conjugal transfer protein TrbL	PA14_30880
PA14_30890	hypothetical protein	PA14_30890
PA14_30900	conjugal transfer protein TrbJ	PA14_30900
PA14_30910	conjugal transfer ATPase TrbE	PA14_30910
PA14_30930	TrbC-like protein	PA14_30930
PA14_30940	conjugal transfer protein	PA14_30940
PA14_30950	hypothetical protein	PA14_30950
PA14_30960	conjugal transfer coupling protein TraG	PA14_30960
PA14_30970	transcriptional regulator	PA14_30970
PA14_30980	hypothetical protein	PA14_30980
PA14_30990	hypothetical protein	PA14_30990
PA14_31000	hypothetical protein	PA14_31000
PA14_31010	cation efflux system protein	PA14_31010
PA14_31030	cation efflux system protein	PA14_31030
PA14_31040	cation efflux system protein	PA14_31040
PA14_31050	hypothetical protein	PA14_31050
PA14_31060	hypothetical protein	PA14_31060
PA14_31070	hypothetical protein	PA14_31070
PA14_31080	conjugal transfer protein	PA14_31080
PA14_31090	hypothetical protein	PA14_31090
PA14_31100	plasmid partitioning protein	PA14_31100
PA14_31110	replication initiator and transcriptional repressor protein	PA14_31110
PA14_31130	hypothetical protein	PA14_31130
PA14_31150	hypothetical protein	PA14_31150
PA14_31160	hypothetical protein	PA14_31160
PA14_31170	hypothetical protein	PA14_31170
PA14_31180	hypothetical protein	PA14_31180
PA14_31190	hypothetical protein	PA14_31190
PA14_31200	hypothetical protein	PA14_31200
PA14_31220	hypothetical protein	PA14_31220
PA14_31230	hypothetical protein	PA14_31230
PA14_31240	nrbE-like protein	PA14_31240
PA14_31250	hypothetical protein	PA14_31250
PA14_31260	RadC-like protein	PA14_31260
PA14_31270	hypothetical protein	PA14_31270
PA14_31280	integrase	PA14_31280
PA14_31290	PA-I galactophilic lectin	pa1L
PA14_31300	hypothetical protein	PA14_31300
PA14_31310	hypothetical protein	PA14_31310
PA14_31330	EAL domain-containing protein	PA14_31330
PA14_31340	hypothetical protein	PA14_31340
PA14_31350	hypothetical protein	PA14_31350
PA14_31360	hypothetical protein	PA14_31360
PA14_31370	hypothetical protein	PA14_31370
PA14_31380	sulfate transporter	PA14_31380
PA14_31390	hypothetical protein	PA14_31390
PA14_31400	chemotaxis transducer	PA14_31400
PA14_31420	hypothetical protein	PA14_31420
PA14_31430	hypothetical protein	PA14_31430
